R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,education,major
1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,3,5,3,1,1,5,1,5,5,5,3,5,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,Psychology
5,1,1,1,5,2,4,2,5,3,5,5,5,5,5,5,1,1,5,1,1,5,5,3,4,1,5,5,5,4,5,4,1,5,1,5,2,3,1,5,1,5,5,5,5,5,2,4,3,"English, Law"
3,4,2,2,1,4,1,2,4,4,4,4,4,4,3,4,3,2,4,4,4,5,2,4,4,4,3,2,3,2,2,3,1,1,3,2,3,2,2,3,2,1,2,3,3,3,1,3,3,Geography
1,1,1,1,1,1,2,1,5,4,5,4,4,4,3,3,2,2,1,2,2,1,4,1,4,5,4,4,4,3,4,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,"Fine art, Linguistics"
3,2,3,2,2,2,4,3,2,2,1,1,1,3,2,2,3,4,4,4,5,5,5,4,4,2,4,4,5,2,4,1,2,2,2,3,3,3,4,3,3,4,4,4,2,3,3,2,3,Nursing
1,1,2,1,1,1,1,1,3,2,2,3,2,2,2,1,2,2,2,2,3,2,2,2,4,3,4,2,4,2,3,2,2,2,3,3,2,2,1,2,1,2,1,2,1,2,1,1,2,Psychology
2,3,2,3,3,3,4,2,5,4,4,4,2,4,3,4,5,3,3,4,4,5,3,4,3,3,3,2,3,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,1,1,2,2,3,Film
1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,5,5,5,5,1,1,5,5,5,5,5,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,3,nursing
4,4,5,5,5,5,5,2,5,1,5,2,5,5,5,5,1,1,2,2,2,1,1,1,4,1,1,5,5,1,1,5,4,1,1,2,5,1,5,5,3,5,5,2,5,5,5,5,4,information technology
2,3,1,3,1,3,1,4,5,4,4,3,3,3,3,3,2,3,2,1,1,2,1,2,4,4,4,1,4,2,2,3,2,2,2,2,3,1,3,3,1,1,1,1,2,2,2,2,3,Veterinarian 
1,1,1,1,1,1,1,1,4,3,2,4,4,1,3,1,3,2,1,3,3,3,1,1,3,3,4,3,5,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,4,3,1,1,4,Psychology
3,3,1,4,3,3,3,3,3,4,4,3,4,4,4,3,2,2,2,1,2,1,1,3,3,4,4,2,3,2,2,3,3,3,3,2,2,3,2,3,3,2,3,3,4,2,2,3,2,Computer Science
5,3,1,1,1,2,1,2,4,5,5,4,4,5,4,3,3,5,3,3,4,5,4,3,5,5,4,5,5,5,5,5,2,1,3,4,3,3,2,4,2,2,2,3,2,2,1,3,2,Vaterinarian
4,3,1,1,1,2,2,2,5,4,4,4,4,4,4,2,3,1,3,3,3,3,1,2,4,3,1,3,2,3,3,2,1,2,2,3,3,2,3,3,4,4,4,4,5,4,4,4,3,Mathematics
3,4,1,2,1,3,2,3,4,4,4,4,4,3,4,4,1,3,1,2,4,2,1,3,4,3,3,3,3,1,4,3,1,1,1,1,1,1,1,1,1,1,3,3,2,4,2,2,3,Chemistry
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,4,4,1,4,1,5,4,4,4,4,1,1,4,Information Technology
3,1,3,1,1,1,1,3,5,5,5,5,5,5,5,3,1,1,3,1,5,3,1,5,3,3,1,5,5,5,5,5,3,5,3,5,5,5,1,1,3,5,5,3,5,5,5,3,2,psychology
1,2,1,1,2,5,3,4,2,3,3,2,2,1,1,1,2,1,2,4,4,4,3,2,4,3,2,1,1,2,5,3,2,4,4,2,3,4,2,3,1,3,2,2,3,2,4,1,3,Electrical Engineering
1,0,0,0,1,5,0,1,5,5,3,5,5,5,4,4,0,5,3,5,5,5,1,0,0,4,2,4,5,5,5,3,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,economicxs
5,4,5,2,5,4,4,4,2,1,2,4,4,4,1,4,5,4,4,5,5,5,1,4,1,5,5,5,5,5,5,4,1,1,4,2,4,1,2,4,2,4,2,2,2,4,4,2,4,Relations Trade
4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,5,5,3,5,5,1,2,3,1,1,1,1,1,1,1,2,1,1,5,5,1,1,1,4,4,4,4,3,1,4,2,Business
3,2,1,2,4,2,3,2,4,4,4,4,5,4,4,3,3,4,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,4,3,3,2,1,2,2,2,psychology
3,3,1,1,5,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,3,5,5,1,5,5,5,5,3,5,3,1,3,5,5,5,3,1,1,5,1,1,1,3,2,no
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,social work
3,1,1,2,1,2,1,1,5,5,4,1,4,3,2,3,2,4,2,2,3,3,4,4,5,5,4,4,5,5,5,5,2,2,3,1,3,1,1,1,3,3,3,4,4,3,1,2,2,human resourses
2,4,2,2,2,4,2,3,5,4,3,3,3,5,2,4,1,1,2,2,3,2,4,3,4,4,4,5,5,3,3,4,1,2,4,3,4,4,3,3,2,2,2,2,1,2,3,2,3,Clinical Mental Health Counselling
3,1,1,1,1,2,1,1,4,5,4,4,3,4,2,1,4,3,2,4,5,4,2,2,5,4,5,4,5,4,5,2,1,2,2,2,2,1,2,4,1,3,2,4,2,1,2,1,4,Social Work
2,5,4,2,2,3,2,3,2,5,5,2,4,5,3,3,3,2,2,2,2,4,3,2,2,1,2,2,2,2,2,2,4,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,civil engineering
2,1,2,1,2,2,3,1,4,1,2,3,2,2,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,4,2,5,2,0,1,2,1,2,2,0,0,1,2,PHYSICAL THERAPY 
4,2,2,3,2,2,3,2,4,2,2,3,3,2,3,1,2,2,3,3,3,3,2,2,2,5,4,3,4,2,3,4,3,2,2,2,3,2,3,2,1,2,2,2,3,2,2,2,3,psychology
2,1,1,3,1,1,1,2,3,4,4,4,3,4,2,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,1,5,4,4,5,4,4,4,3,2,3,3,2,2,3,3,2,2,Psychology and Art
1,1,1,1,1,1,1,2,2,4,4,5,5,3,3,1,1,3,2,3,5,4,2,3,5,3,5,4,5,3,4,4,3,4,2,4,5,4,3,3,1,3,0,1,2,1,2,3,2,psychology
4,3,2,4,3,2,4,3,3,3,3,3,3,3,2,1,2,3,4,5,4,4,3,4,3,4,4,2,2,1,4,3,2,4,2,2,4,4,2,4,2,5,3,2,3,2,2,3,2,music production
2,1,1,5,3,3,2,3,5,1,5,5,5,4,5,4,1,1,3,1,1,3,1,1,3,4,4,2,4,3,1,1,1,1,4,1,1,3,4,3,1,1,2,1,3,3,3,2,2,Computer Science
1,3,1,2,1,2,2,2,4,2,4,4,5,3,4,1,4,4,3,3,5,4,2,3,5,4,3,3,4,4,3,2,3,1,4,4,4,4,4,3,3,2,4,5,4,4,2,3,3,Psychology
1,2,1,1,1,1,2,1,4,4,1,4,2,2,2,2,2,5,1,5,5,5,2,5,4,4,4,3,5,4,3,2,1,1,4,2,3,2,1,2,4,2,4,2,1,2,4,2,4,Theology
1,1,1,1,1,1,1,1,3,3,1,5,3,3,2,1,1,1,1,4,4,3,1,1,3,5,5,2,5,4,4,4,1,3,1,1,3,1,3,1,1,1,3,3,3,1,2,1,3,Psychology
3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,3,5,3,3,3,1,5,3,3,1,1,3,4,3,1,1,3,1,3,1,1,1,4,1,2,1,1,1,1,1,1,3,psychology
2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,0,1,1,4,1,5,1,1,4,4,3,3,5,2,1,1,1,4,4,2,4,4,3,1,3,4,2,3,3,3,3,3,2,Business
3,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,3,5,5,5,5,4,3,5,5,5,3,2,4,3,5,5,5,1,3,2,4,4,"psychology, clinical health counseling"
2,1,1,1,1,1,1,1,4,2,1,2,4,1,2,3,1,1,1,1,1,1,1,1,4,5,4,3,5,5,4,2,2,5,3,2,4,2,2,1,4,4,1,4,2,1,2,1,2,Psychology
4,2,1,1,1,1,1,1,5,3,1,2,1,1,1,1,3,2,4,2,2,4,1,2,4,4,3,2,3,4,4,4,2,3,1,3,2,3,2,3,4,3,3,3,4,4,3,3,3,psychology
2,4,1,2,2,1,1,4,3,4,5,1,1,1,1,1,1,1,2,2,1,1,3,3,2,4,3,1,2,3,2,2,2,5,1,1,3,5,5,2,3,4,2,1,3,5,4,3,3,Liberal Studies
1,1,1,1,1,1,1,1,2,5,3,3,1,4,1,1,1,3,5,3,5,3,1,4,3,3,4,4,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,psychology
5,3,5,5,5,4,5,3,1,1,1,1,1,3,1,3,3,5,3,1,1,2,4,3,5,1,3,5,5,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,Logistics and Supply Chain Management
2,2,1,1,1,2,2,1,3,4,3,4,1,1,2,2,2,4,4,2,5,4,4,5,5,5,2,1,4,4,5,3,2,2,4,1,4,2,1,4,1,1,1,2,4,3,1,2,2,"Psychology (I-O), Language, literatures, and "
2,1,1,2,1,2,1,1,2,4,2,3,3,3,2,3,1,3,3,2,4,2,3,3,4,3,4,4,5,4,5,2,3,3,3,3,4,3,4,2,2,2,2,2,2,2,2,1,2,psychology
4,4,1,3,2,5,4,4,2,3,3,4,1,2,3,3,3,4,2,2,3,5,4,3,4,1,3,5,4,3,3,3,5,4,5,4,5,5,4,4,5,4,4,5,4,4,5,5,3,Business Management
1,1,1,2,1,2,1,1,2,5,5,5,4,5,4,5,5,5,4,5,4,5,5,4,5,5,5,5,5,1,1,1,1,1,5,4,4,2,1,4,2,2,2,2,2,4,2,2,3,psychology
4,4,2,4,2,4,4,4,1,4,4,2,4,2,3,2,2,2,4,4,2,4,2,4,2,5,5,5,5,5,2,3,3,2,4,2,4,4,2,2,4,3,4,4,4,5,2,4,2,Psychology
2,2,1,1,1,1,2,1,5,5,4,5,5,2,4,1,2,2,5,2,2,2,1,4,4,5,4,5,4,4,1,5,1,2,2,4,2,2,2,2,1,1,1,1,1,2,1,2,3,Physio Therapy
1,1,1,1,1,1,1,3,3,3,1,1,1,3,1,2,3,5,5,5,5,5,5,5,3,1,3,3,3,3,4,3,5,1,3,5,5,5,5,5,3,1,3,3,1,1,3,1,2,Italian
1,1,1,1,1,2,1,1,5,4,3,3,2,3,1,1,1,5,3,5,5,4,3,1,5,5,1,5,5,3,5,4,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,english
1,1,1,1,1,3,1,1,5,5,2,4,1,1,1,1,1,1,1,1,4,1,1,1,5,4,5,3,5,1,1,3,2,3,3,1,2,1,5,1,3,3,3,3,1,4,2,1,2,Psychology
1,4,1,3,1,3,1,4,5,5,5,4,4,5,3,4,4,4,3,5,4,5,5,5,3,4,4,5,5,4,5,2,1,1,1,2,1,1,1,1,1,3,1,1,3,4,1,1,3,Health & Wellness
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,4,3,4,1,2,2,1,1,1,1,5,1,1,1,1,1,1,3,2,4,1,1,3,Sociology
3,4,4,4,3,4,3,4,2,5,4,2,2,2,2,4,2,4,5,4,4,5,4,5,3,4,4,5,4,4,4,4,3,3,4,5,4,4,3,4,2,4,3,2,3,4,3,2,2,psychology
3,4,1,4,1,3,3,3,5,4,3,4,4,4,4,4,5,4,5,5,5,5,1,5,4,4,4,5,3,5,5,5,2,1,3,3,1,4,2,4,1,3,1,1,1,3,1,1,2,psychology
1,2,1,1,2,2,2,1,5,4,5,5,5,4,4,1,2,2,4,4,4,3,2,2,5,3,1,1,4,2,2,2,3,1,4,2,5,1,1,1,4,4,3,4,4,4,1,3,2,psychology
1,4,1,2,1,3,3,3,4,1,3,1,1,4,3,3,4,5,1,5,5,5,2,4,5,5,5,2,4,1,4,1,1,4,2,1,1,2,4,3,1,2,1,1,1,2,1,1,3,natural resources mgt
2,2,1,2,2,2,2,1,4,3,3,5,3,3,3,2,2,2,2,2,2,2,2,2,4,3,2,2,3,2,2,2,2,2,3,2,4,2,2,3,2,2,2,2,3,2,2,2,4,"science, engineering, medicine, business"
3,3,2,3,2,2,2,2,5,5,5,5,5,3,5,2,3,3,2,2,5,3,3,3,4,3,2,4,3,4,2,3,2,2,2,2,2,3,2,3,5,3,5,3,4,4,5,5,2,science or account
3,4,1,2,2,3,1,4,4,4,4,1,1,2,3,2,5,3,2,5,4,5,3,5,3,4,2,1,3,3,2,2,1,2,2,1,1,1,2,2,2,2,2,2,3,3,2,2,2,Music
1,2,1,2,2,2,2,2,4,2,1,4,3,2,3,1,2,2,2,2,3,2,4,2,5,4,4,2,5,3,3,1,2,3,4,4,4,3,4,3,3,2,2,3,2,3,2,2,4,Psychology
2,3,2,2,1,2,2,3,4,4,4,3,4,4,3,2,3,2,1,4,4,4,2,1,5,4,4,4,5,3,4,3,1,2,3,3,2,2,2,2,3,2,2,2,1,3,3,2,2,Psychology
1,2,1,1,2,2,3,3,1,5,5,4,5,5,4,4,3,5,5,5,5,4,4,5,3,4,4,3,4,4,4,3,1,1,1,2,3,1,3,3,1,1,1,3,3,1,3,3,2,psychology
1,1,1,1,1,1,1,1,3,3,1,4,3,1,2,1,1,1,1,4,5,3,1,1,3,5,5,3,5,3,4,4,1,3,1,1,3,1,3,1,3,1,3,3,4,1,3,1,3,Psychology
2,3,1,3,2,3,3,3,2,1,1,1,1,1,1,3,4,3,5,4,4,4,4,5,3,3,2,4,3,2,3,3,2,4,4,3,4,4,3,3,3,3,3,3,3,2,2,4,3,Marketing and Management
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,5,5,4,5,5,5,4,2,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,3,Psychology
2,1,1,1,1,3,1,1,2,5,4,3,3,4,4,3,2,4,4,4,4,4,4,4,5,5,5,4,5,5,4,5,1,1,2,2,1,1,2,4,3,1,4,2,1,3,4,1,4,mental health
3,3,5,4,4,4,3,4,4,4,4,5,4,4,5,5,5,5,4,5,4,5,5,4,3,3,4,3,5,4,3,4,2,2,2,3,3,2,2,4,1,1,1,1,1,2,1,1,2,Nursing
3,3,1,4,1,1,1,1,3,4,4,1,5,1,5,3,1,1,4,3,1,3,1,3,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,5,1,5,5,1,1,4,"linguistics, international affairs"
3,2,2,1,1,1,1,1,4,3,1,1,1,1,1,1,1,3,3,1,1,1,4,1,2,1,1,4,1,4,1,1,1,1,3,3,3,4,1,3,1,2,1,2,1,4,1,3,2,engineering
1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,1,3,4,1,5,1,3,5,4,1,1,1,1,1,1,1,1,1,4,1,1,1,5,5,1,1,4,1,4,Counseling
0,0,3,3,3,3,3,1,4,5,5,5,3,3,1,3,5,5,5,3,5,5,3,3,5,5,5,5,5,5,3,5,3,4,3,5,3,5,3,5,3,3,5,5,2,3,1,3,4,English
2,3,1,1,1,1,1,2,5,5,2,2,1,5,1,1,4,2,2,4,4,3,1,1,5,4,3,4,5,2,3,2,1,4,3,2,3,3,3,2,3,3,2,3,1,3,1,1,3,psychology
1,3,1,2,1,4,2,4,4,4,4,5,4,4,4,4,4,4,4,5,5,5,4,4,5,4,5,5,5,4,4,4,2,3,2,4,1,2,2,4,2,3,2,2,1,2,2,1,4,Psychology
1,1,1,1,1,1,1,1,5,5,4,4,3,3,4,3,3,2,3,2,2,2,3,2,4,4,5,4,4,4,4,2,2,3,2,2,2,3,2,3,2,3,2,2,1,2,2,1,2,Social Work
3,1,1,3,3,2,3,3,3,3,3,3,3,3,4,5,3,5,5,5,5,4,4,5,3,4,3,3,4,4,4,4,2,3,3,3,5,4,3,4,3,3,3,3,3,4,3,3,2,psychology
1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,4,5,1,5,5,4,1,5,2,5,2,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,English
3,2,1,2,2,2,2,2,3,4,3,4,2,3,2,2,2,2,4,4,4,2,2,2,4,4,5,4,5,5,5,4,2,4,4,4,4,4,2,4,3,4,2,2,2,2,2,2,2,Psychology
1,1,1,4,3,1,5,1,1,1,1,3,4,1,1,1,1,1,1,4,1,1,1,1,5,4,3,4,1,5,5,5,1,1,4,4,1,1,5,1,5,5,3,3,5,5,4,5,2,social work
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,5,5,1,1,1,1,1,1,5,1,5,5,5,5,1,1,5,5,2,social work
1,1,1,2,1,1,1,1,5,5,4,5,5,3,5,4,5,3,3,5,4,5,3,3,3,4,5,4,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,nursing
4,2,2,3,4,2,4,2,4,4,2,2,2,3,3,2,2,2,2,2,2,2,3,2,3,4,2,2,4,4,3,2,4,4,3,2,5,4,2,4,4,4,4,2,4,4,4,2,3,Business
2,3,1,3,2,2,3,1,3,4,4,4,3,4,3,4,3,2,2,2,2,4,3,4,1,4,3,1,2,4,3,2,2,3,4,2,3,4,1,4,1,3,2,3,2,3,2,3,2,Italian Studies
3,1,1,1,1,1,1,1,5,1,4,4,5,3,4,2,3,4,2,4,5,3,4,4,5,4,1,3,5,1,1,2,3,2,4,4,5,4,2,2,1,2,1,1,2,1,1,1,2,Law
3,2,1,3,2,2,2,2,3,4,4,3,4,3,4,2,2,3,2,2,5,3,3,2,2,2,1,2,1,2,2,2,1,1,2,1,3,1,2,3,3,3,3,3,3,3,2,3,3,Psychology
3,3,1,1,5,3,1,1,5,5,5,5,5,1,5,3,5,1,3,5,5,0,5,1,5,5,5,5,5,5,5,5,5,5,5,2,1,3,1,1,3,1,1,2,0,1,1,1,2,-
2,4,1,2,1,1,3,1,3,3,2,1,1,2,1,2,2,3,4,3,2,2,3,3,4,5,5,4,5,5,5,5,3,2,3,3,3,4,2,4,4,3,3,4,3,4,2,3,3,education
4,4,1,2,2,2,2,3,3,3,4,4,2,3,2,3,2,3,4,3,3,3,3,5,5,4,4,4,5,4,5,5,5,2,4,2,2,3,4,4,3,2,2,3,2,3,3,3,4,business administration
1,1,1,4,1,4,1,1,5,5,2,5,3,1,2,4,1,2,4,1,4,5,1,4,3,2,2,1,1,1,3,1,4,2,5,5,5,5,1,3,1,1,3,1,3,3,2,1,3,Psyc
5,1,1,1,1,3,3,1,4,1,1,1,1,1,3,1,1,3,3,4,4,1,4,4,5,2,1,5,4,4,1,1,2,1,3,1,5,3,4,1,1,1,1,4,4,1,4,4,2,Economics
3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,1,5,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,psychology
2,1,1,1,1,1,1,1,5,4,4,5,5,2,5,1,2,2,1,3,2,1,1,1,5,5,5,4,5,5,5,5,1,1,1,1,1,1,2,2,1,1,3,2,1,3,2,2,3,Psychology
3,4,3,2,1,3,2,2,4,4,4,4,3,2,2,3,2,2,2,3,3,2,1,2,5,2,1,3,3,1,2,2,2,2,3,2,5,1,2,2,2,2,2,2,2,3,2,2,4,Philosophy
5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,3,3,5,5,5,4,5,5,5,4,5,4,3,5,5,5,5,5,5,4,4,5,3,event
3,5,4,4,4,4,5,5,3,3,2,3,4,2,4,4,4,4,4,4,0,3,5,3,2,2,2,4,2,2,2,3,4,4,4,4,4,5,5,4,5,4,4,4,4,4,0,4,3,MEDICNE
3,1,1,2,1,1,2,2,4,1,2,1,1,2,1,1,4,3,1,5,3,4,3,3,5,4,4,5,4,1,3,2,2,1,3,1,5,2,1,1,2,1,2,3,1,1,3,2,2,psychology
2,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,4,3,3,3,4,4,3,4,4,4,5,3,4,4,4,4,2,3,3,2,3,3,3,2,1,2,1,2,1,2,2,1,3,psychology
1,1,1,1,1,1,1,1,4,4,5,5,5,4,5,4,1,1,4,4,2,2,3,3,4,5,5,5,4,3,4,4,1,1,3,1,3,2,1,4,1,1,1,1,3,3,1,1,2,Biochemistry
3,1,2,2,3,2,2,1,5,5,4,5,4,4,2,4,1,2,5,4,5,4,1,5,4,4,3,4,5,2,5,4,1,1,2,3,1,1,3,3,1,1,1,3,3,3,1,1,4,No
1,2,2,2,1,3,2,1,4,4,4,3,4,4,3,4,4,5,4,3,5,3,1,2,1,2,2,1,1,1,3,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,1,1,2,linguistics
1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,2,2,1,4,4,3,1,1,5,5,5,2,5,4,4,4,2,3,2,1,3,3,1,3,2,2,1,3,1,1,1,1,2,psychology
3,3,3,3,2,3,3,2,3,5,5,2,4,4,5,3,4,5,3,3,5,5,4,3,4,5,3,3,3,3,4,4,3,3,2,2,2,2,2,4,3,3,2,3,2,3,2,2,2,Animal Biology
1,1,1,1,1,1,1,1,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,4,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,psychology
1,1,1,1,1,1,1,1,5,2,2,5,4,2,4,1,1,1,1,3,1,1,3,1,2,3,4,3,2,2,2,3,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,Health and Wellness
3,3,4,3,2,2,3,3,4,5,5,4,4,3,4,4,2,4,3,3,2,3,3,2,3,4,5,3,4,3,3,3,3,3,3,2,3,3,4,4,2,3,3,2,2,3,2,2,2,Psychology
3,4,1,1,1,4,1,4,4,3,4,5,5,3,4,1,2,1,4,5,5,5,1,2,5,5,5,4,5,4,4,4,1,5,1,1,4,4,3,4,2,3,4,4,5,3,1,2,4,Psychology
2,3,3,1,3,1,1,3,3,5,5,1,3,4,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,Human Development 
1,3,1,1,1,2,1,2,5,1,2,5,2,1,1,1,1,2,1,2,1,4,1,1,5,5,5,4,5,5,4,5,3,4,1,1,4,1,1,1,2,2,1,2,3,3,1,1,3,Nursing
3,2,1,1,2,2,1,2,3,2,2,2,1,2,1,2,2,1,2,4,1,2,4,2,4,5,4,2,4,3,3,4,2,1,1,1,3,2,1,2,3,3,1,3,3,1,4,2,2,psychology
3,3,5,1,1,3,1,3,5,4,5,5,5,5,5,5,5,4,1,5,5,5,5,1,1,1,5,4,3,3,3,1,1,4,4,1,1,1,3,1,1,5,1,1,1,1,1,1,2,Nursing
2,3,3,1,2,4,1,4,3,3,3,3,3,3,3,3,1,1,1,1,1,3,5,3,5,3,3,4,3,4,3,2,4,3,4,2,4,3,5,3,2,1,3,2,3,3,3,2,3,business
2,2,3,1,1,2,1,2,4,4,4,2,2,2,3,2,4,4,3,2,3,3,5,4,5,4,5,4,4,3,4,3,2,3,4,1,1,3,3,3,3,3,3,1,2,4,2,2,4,psychology
3,2,1,2,1,2,2,2,4,4,4,4,4,4,4,3,2,3,5,3,4,3,2,4,4,3,4,3,3,3,3,1,1,2,3,3,4,2,1,3,2,4,2,2,3,3,3,3,3,Leadership
4,2,1,2,1,3,1,1,5,4,4,4,5,3,5,2,3,4,3,2,4,2,2,4,5,2,5,1,5,1,2,1,2,1,3,3,2,1,1,1,4,1,2,3,1,1,3,2,3,Winemaker
3,2,1,5,2,1,2,1,2,4,5,1,5,4,5,4,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,5,2,1,2,2,mechanics
2,1,1,3,2,2,2,1,3,3,3,2,2,3,3,2,3,4,4,3,3,4,2,3,5,5,4,2,4,4,4,4,3,3,3,3,3,2,2,3,3,3,4,3,4,2,2,2,3,computer science
3,2,1,4,1,1,2,2,5,5,5,5,5,5,5,2,3,2,2,1,4,5,2,2,4,4,5,5,5,3,4,5,1,3,5,2,5,2,3,3,3,3,3,4,3,3,3,3,3,Psychology
4,2,1,1,1,1,2,1,4,2,1,4,1,1,2,2,1,1,1,2,1,3,1,1,4,4,4,1,4,2,4,4,1,1,2,1,3,2,1,1,3,4,2,3,4,4,3,3,4,psychology
3,3,1,2,2,2,1,1,4,4,4,4,4,2,4,1,3,3,4,4,5,2,2,2,4,4,4,4,4,4,3,3,2,2,3,2,2,2,2,3,2,3,2,1,2,2,2,2,3,Psychology
3,1,3,1,1,2,1,1,3,5,5,3,3,5,3,3,1,1,1,2,1,1,1,1,3,5,3,2,3,3,3,2,2,2,2,1,3,1,2,1,1,2,1,1,3,3,1,2,2,Environmental science
4,3,2,1,1,1,2,2,2,5,4,5,4,5,3,4,1,1,1,2,1,1,2,1,4,5,4,4,3,1,1,4,1,3,1,3,3,3,1,1,1,3,1,1,1,3,1,1,2,Psychology 
3,4,1,3,1,2,1,2,5,3,3,5,4,2,4,5,4,5,5,5,5,5,5,5,5,5,5,3,5,4,4,3,2,2,2,3,4,1,2,2,2,3,2,2,3,3,3,2,3,psychology
4,2,1,5,1,4,2,1,3,4,1,2,1,2,2,1,1,1,1,4,4,1,4,1,4,5,5,1,5,4,4,4,1,0,2,1,2,1,1,1,4,4,4,1,4,5,1,2,3,Psychology
1,1,1,1,1,1,1,1,5,4,4,3,5,3,4,1,2,1,3,1,1,1,1,2,4,3,2,2,3,3,4,1,2,2,3,2,2,3,3,2,2,1,1,3,2,3,1,2,3,Visual Communications
2,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,5,5,5,2,5,5,4,4,2,2,2,1,2,1,1,1,2,1,2,4,1,1,1,1,4,Education
2,4,1,2,2,4,3,4,4,2,1,2,3,1,3,2,5,2,2,5,5,5,1,2,5,4,5,4,5,2,3,3,5,4,5,2,5,5,5,3,2,3,3,3,2,3,3,2,3,Social Welfare
4,4,3,3,2,3,2,3,4,4,4,4,4,4,3,3,3,4,3,4,3,5,4,4,5,3,4,4,5,4,4,3,3,2,4,2,4,1,3,4,1,4,2,2,4,4,2,2,3,Organizational Management
3,3,2,2,2,1,3,2,2,2,1,2,2,1,1,1,2,4,3,2,4,1,1,4,3,4,4,2,3,3,4,2,4,3,4,2,4,4,4,4,4,4,4,4,4,2,4,4,2,Economics
3,1,1,1,1,2,2,2,5,4,3,2,1,1,2,1,4,3,5,5,5,4,1,4,3,5,4,2,5,5,4,4,2,4,3,4,3,2,1,2,1,3,2,3,1,3,1,1,3,counseling
3,3,2,2,2,4,2,1,4,3,3,4,3,3,3,3,2,5,4,4,5,4,3,3,4,5,3,4,4,3,4,3,1,2,3,2,4,2,1,2,2,2,2,2,3,3,2,2,4,urban planning
5,1,1,4,1,2,2,2,5,5,5,3,5,4,5,5,5,2,2,5,1,5,3,1,3,2,2,4,3,4,4,2,1,2,4,1,2,1,1,3,3,5,4,5,5,5,5,2,2,psychology
